Idade,Sexo,Peso,Altura,Tipo sanguineo,Gosto Musical,Pratica Esporte,Jogo preferido,Forca,Velocidade,Inteligencia
76,M,71.4,1.7,AB-,Eletronica,Nada,FIFA,41.5,55.5,61.5
40,M,78.5,1.75,B+,Hip-Hop/Rap,Nada,The Witcher,43.5,48.5,59.0
28,F,63.0,1.77,A-,Demais generos estranhos,Basquete,League of Legends,93.5,90.5,90.5
22,M,73.3,1.94,B-,Pop,Nada,FIFA,61.5,56.5,56.5
33,F,63.4,1.84,A-,Metal,Nada,Fortnite,38.5,39.5,61.0
76,F,57.0,1.79,A+,Eletronica,Nada,World of Warcraft,39.0,38.5,68.5
14,F,45.4,1.51,O-,Eletronica,Luta,Outro - pouco relevante,77.0,50.5,58.0
54,M,66.5,1.78,A+,Metal,Basquete,Valorant,66.5,57.0,83.5
76,M,69.2,1.91,B-,Pagode,Nada,Assassin's Creed,53.5,29.0,62.5
51,M,76.0,1.8,A+,Funk,Atletismo,Minecraft,60.5,61.5,65.5
14,M,43.7,1.56,B-,Rock,Futebol,Counter-Strike,67.0,64.5,56.0
51,M,77.3,1.85,A-,Funk,Nada,Counter-Strike,28.5,18.0,55.5
55,F,60.7,1.75,A+,Hip-Hop/Rap,Basquete,The Witcher,57.0,50.0,80.0
74,M,77.1,1.8,B-,Rock,Nada,Fortnite,45.5,56.5,60.0
33,M,65.7,1.95,B+,Funk,Luta,Minecraft,79.0,54.0,71.5
70,F,56.1,1.82,O+,Pagode,Nada,Outro - pouco relevante,25.0,22.0,60.0
55,M,76.9,1.93,B+,Demais generos estranhos,eSports,Rocket League,25.5,26.5,85.0
55,F,68.6,1.71,A+,Rock,Basquete,FIFA,61.0,50.5,85.0
72,F,56.2,1.79,O+,Rock,Nada,League of Legends,20.5,15.5,55.0
53,M,78.8,1.83,AB-,Metal,Atletismo,FIFA,54.0,60.5,67.0
28,F,66.5,1.81,AB-,Funk,Volei,FIFA,74.0,74.0,91.0
58,M,77.7,1.9,A+,Sertanejo,Nada,The Witcher,24.5,18.5,56.0
24,F,55.0,1.73,O+,Demais generos estranhos,Atletismo,Outro - pouco relevante,84.0,93.5,66.0
43,F,55.7,1.73,O+,Metal,Atletismo,The Witcher,70.0,79.0,73.5
80,M,74.0,1.82,B+,Pop,Nada,League of Legends,39.5,41.0,67.5
15,M,58.9,1.63,B+,Pop,Basquete,Rocket League,82.0,81.5,73.5
41,F,61.5,1.71,O-,Rock,eSports,Minecraft,46.0,46.0,86.5
78,M,77.9,1.92,O+,Hip-Hop/Rap,Nada,League of Legends,19.0,18.0,79.5
29,M,75.9,1.87,AB-,Hip-Hop/Rap,Luta,Fortnite,100,73.5,76.5
53,F,64.0,1.83,B-,Pagode,eSports,Rocket League,22.5,20.0,84.0
46,F,62.2,1.74,AB+,Demais generos estranhos,Basquete,World of Warcraft,77.5,66.0,88.0
46,M,67.1,1.7,A+,Demais generos estranhos,Atletismo,Rocket League,85.5,79.5,71.0
58,F,63.4,1.77,O-,Pop,Nada,The Witcher,20.5,19.5,54.5
24,M,69.2,1.81,A-,Funk,eSports,Outro - pouco relevante,64.0,63.0,90.0
13,F,42.5,1.53,A+,Pagode,eSports,Rocket League,39.0,33.5,78.0
54,F,70.5,1.79,A-,Metal,Atletismo,Counter-Strike,54.5,63.5,68.5
72,F,62.4,1.79,B-,Pagode,Nada,World of Warcraft,56.5,25.5,69.0
73,M,66.3,1.74,A-,Metal,Nada,Dota,53.5,28.0,65.0
46,M,70.7,1.83,A-,Metal,Basquete,Rocket League,82.0,73.0,86.0
38,F,71.1,1.85,AB-,Demais generos estranhos,Atletismo,Rocket League,69.0,80.0,68.5
16,F,53.0,1.71,A-,Pagode,Luta,Dota,85.5,63.5,68.0
46,M,80.0,1.94,A+,Rock,Atletismo,Assassin's Creed,75.0,87.0,77.5
45,F,59.5,1.83,A+,Eletronica,eSports,Fortnite,36.5,39.0,96.0
59,F,65.9,1.83,O-,Hip-Hop/Rap,Volei,The Witcher,50.0,38.0,85.0
56,M,83.7,1.95,O-,Sertanejo,Basquete,World of Warcraft,61.5,46.0,83.0
52,M,70.4,1.72,O-,Hip-Hop/Rap,Futebol,Outro - pouco relevante,44.0,54.0,65.5
46,M,76.3,1.87,O+,Pagode,Nada,Assassin's Creed,51.0,45.5,58.0
17,M,76.9,1.6,O-,Rock,Volei,Fortnite,80.5,74.5,77.0
46,M,70.6,1.85,O-,Pagode,Luta,Valorant,82.5,64.0,82.5
12,M,40.1,1.58,A-,Rock,Basquete,Fortnite,76.5,65.5,68.5
46,F,61.5,1.72,AB+,Sertanejo,eSports,Fortnite,39.5,41.0,96.0
30,F,55.6,1.8,O-,Eletronica,eSports,The Witcher,47.5,52.5,94.5
20,M,80.4,1.72,B-,Metal,Volei,FIFA,85.5,71.5,88.5
31,M,80.1,1.89,A+,Sertanejo,Nada,Rocket League,45.5,47.0,59.5
40,F,72.2,1.76,B-,Hip-Hop/Rap,eSports,League of Legends,42.0,44.0,92.5
57,F,56.9,1.85,B+,Rock,Luta,Valorant,64.5,35.0,76.5
30,F,59.5,1.85,O-,Hip-Hop/Rap,Volei,League of Legends,87.0,74.5,92.5
13,M,44.3,1.6,B-,Sertanejo,Luta,League of Legends,77.0,53.5,55.5
56,F,65.1,1.71,AB+,Eletronica,Basquete,Valorant,54.5,50.5,81.0
49,M,73.8,1.87,O-,Metal,Futebol,Valorant,77.5,66.0,80.0
13,F,44.3,1.53,AB+,Demais generos estranhos,Atletismo,Valorant,71.5,80.0,52.5
25,M,77.6,1.93,O-,Eletronica,Atletismo,Fortnite,89.5,100,68.5
73,M,84.0,1.82,O+,Pop,Nada,Minecraft,17.0,17.5,78.0
14,M,53.6,1.53,B-,Funk,Basquete,FIFA,74.0,67.5,68.0
62,M,73.3,1.87,A+,Eletronica,Luta,The Witcher,66.5,33.0,67.0
12,M,43.7,1.63,AB+,Metal,eSports,Minecraft,40.5,38.5,77.0
21,F,64.0,1.73,B-,Hip-Hop/Rap,Volei,Dota,82.5,78.0,89.5
47,M,73.3,1.94,A+,Metal,Atletismo,Assassin's Creed,68.0,88.0,75.0
30,F,70.0,1.83,O-,Sertanejo,Futebol,Rocket League,83.5,84.0,72.5
53,F,67.4,1.83,A-,Pagode,Futebol,World of Warcraft,46.5,49.5,71.0
80,M,66.3,1.84,AB-,Hip-Hop/Rap,Nada,Valorant,38.5,36.5,66.5
13,M,42.4,1.59,O+,Pop,Atletismo,Valorant,72.0,77.5,51.0
75,M,66.3,1.7,O+,Pop,Nada,Outro - pouco relevante,43.0,28.0,75.0
22,M,83.2,1.71,B-,Sertanejo,Nada,Valorant,60.0,57.5,60.5
20,M,66.8,1.7,A-,Hip-Hop/Rap,Atletismo,Outro - pouco relevante,91.0,97.5,69.0
47,F,62.1,1.78,O+,Pagode,eSports,Outro - pouco relevante,37.5,49.5,90.0
80,F,62.6,1.83,O-,Eletronica,Nada,Fortnite,15.5,13.5,51.0
33,F,61.5,1.84,B+,Eletronica,Atletismo,FIFA,70.5,88.5,68.5
69,M,72.7,1.91,A+,Pop,Nada,Fortnite,52.5,45.0,83.5
25,M,79.1,1.73,O+,Eletronica,eSports,Minecraft,58.5,55.5,89.0
33,F,58.7,1.83,O+,Pagode,Basquete,Assassin's Creed,75.0,75.5,89.0
39,M,78.0,1.82,AB+,Rock,eSports,FIFA,41.5,49.5,86.0
24,F,65.2,1.85,AB-,Demais generos estranhos,Futebol,Dota,84.5,81.0,71.5
57,M,70.8,1.76,A+,Pop,Atletismo,Rocket League,53.5,64.0,63.0
44,M,74.1,1.95,A-,Demais generos estranhos,Luta,Counter-Strike,83.0,56.5,85.0
41,F,60.1,1.82,O-,Pagode,Futebol,League of Legends,69.0,73.5,82.0
24,F,58.8,1.85,A-,Metal,Volei,FIFA,76.0,69.0,83.5
72,F,72.6,1.72,O-,Metal,Nada,Minecraft,54.0,38.0,78.0
80,F,63.4,1.8,O-,Rock,Nada,The Witcher,16.0,11.0,48.0
65,F,59.4,1.77,A+,Funk,Volei,Counter-Strike,52.5,39.0,88.5
72,M,78.7,1.92,AB-,Metal,Nada,World of Warcraft,54.0,43.0,79.5
37,M,82.8,1.87,A-,Funk,eSports,FIFA,46.0,46.5,91.5
21,F,67.3,1.75,B-,Funk,Volei,Dota,79.0,77.5,91.0
56,F,63.9,1.75,B-,Pop,Luta,Outro - pouco relevante,58.0,36.5,71.0
70,F,66.2,1.83,AB+,Pagode,Nada,Dota,62.5,33.0,70.0
40,M,76.2,1.95,B+,Sertanejo,Volei,Fortnite,64.5,61.0,96.0
26,F,59.2,1.79,B+,Eletronica,Volei,Outro - pouco relevante,81.0,73.0,92.5
36,M,67.2,1.72,B-,Metal,Atletismo,World of Warcraft,65.5,77.0,72.5
48,M,79.3,1.92,O+,Funk,Nada,Counter-Strike,46.0,41.5,62.5
73,F,63.6,1.7,O-,Pagode,Nada,Minecraft,55.5,42.0,79.0
53,F,64.2,1.7,A-,Rock,Volei,Rocket League,50.0,31.0,89.5
24,M,71.5,1.86,B-,Pop,Volei,Counter-Strike,84.5,73.5,91.5
80,F,56.4,1.75,A+,Funk,Nada,Rocket League,53.0,26.5,65.5
28,F,61.6,1.72,A-,Rock,Nada,The Witcher,61.0,62.5,61.5
70,M,69.6,1.79,A+,Metal,Nada,Minecraft,55.0,37.0,85.0
48,F,71.0,1.75,B-,Sertanejo,Basquete,Minecraft,76.0,60.5,88.0
66,F,58.2,1.72,AB-,Hip-Hop/Rap,Nada,World of Warcraft,52.0,45.0,67.0
16,M,55.0,1.67,O+,Pagode,Atletismo,FIFA,83.5,86.0,53.0
43,M,74.9,1.73,B-,Pop,Futebol,World of Warcraft,64.0,76.5,80.0
44,F,63.1,1.82,A-,Pop,Basquete,The Witcher,75.5,75.0,89.0
77,M,80.3,1.85,A+,Funk,Nada,Assassin's Creed,49.5,26.5,62.0
80,F,57.8,1.77,O-,Metal,Nada,Fortnite,13.5,11.0,49.0
33,M,73.2,1.82,B-,Metal,Basquete,Assassin's Creed,77.5,70.5,88.5
17,F,65.3,1.6,B-,Pop,Volei,Assassin's Creed,74.5,67.0,81.5
43,M,70.8,1.83,AB-,Pop,Nada,Outro - pouco relevante,42.5,38.0,61.5
35,F,62.6,1.76,O+,Demais generos estranhos,Atletismo,Outro - pouco relevante,67.5,84.0,74.5
51,F,65.1,1.73,AB+,Eletronica,Basquete,Assassin's Creed,61.5,51.5,79.5
74,F,61.8,1.8,AB-,Eletronica,Nada,Fortnite,18.5,14.0,50.5
34,M,67.6,1.91,A+,Metal,Volei,World of Warcraft,76.5,55.5,93.0
44,F,69.7,1.83,AB+,Sertanejo,Nada,Dota,34.5,42.0,71.0
31,M,82.9,1.82,AB-,Pagode,Nada,Minecraft,49.5,41.0,65.0
59,F,72.6,1.7,AB+,Metal,eSports,Outro - pouco relevante,27.0,27.0,83.5
32,F,70.4,1.83,O+,Rock,Volei,World of Warcraft,66.5,66.0,93.0
55,F,58.8,1.81,O+,Sertanejo,Nada,World of Warcraft,18.5,18.0,59.0
68,M,81.2,1.87,AB-,Sertanejo,Nada,Counter-Strike,26.0,26.5,62.0
30,F,69.4,1.77,A+,Funk,Atletismo,World of Warcraft,88.0,100.0,81.0
66,M,80.1,1.82,O+,Sertanejo,Nada,Fortnite,66.0,37.5,71.5
12,F,60.8,1.57,A-,Metal,Atletismo,Counter-Strike,71.0,80.5,58.5
25,F,62.0,1.85,AB+,Metal,Futebol,Counter-Strike,73.5,87.5,76.0
13,F,53.3,1.54,O+,Pop,Nada,Dota,38.5,41.5,49.5
49,M,80.6,1.83,O-,Funk,Basquete,Outro - pouco relevante,80.0,70.5,83.5
21,M,82.7,1.87,O+,Funk,Basquete,Rocket League,97.5,91.0,78.5
63,M,81.4,1.71,B+,Rock,Luta,Dota,66.0,37.0,69.5
39,F,55.2,1.76,B+,Demais generos estranhos,Futebol,Outro - pouco relevante,57.0,72.0,79.0
41,F,67.7,1.84,A-,Pagode,Volei,FIFA,59.0,54.0,96.0
52,F,54.5,1.84,B+,Metal,Luta,League of Legends,59.0,36.0,71.5
60,F,59.2,1.84,AB-,Metal,Basquete,Assassin's Creed,55.5,54.0,84.0
57,M,80.7,1.88,AB+,Pagode,eSports,The Witcher,29.0,28.0,86.0
27,M,76.4,1.88,B+,Pagode,Luta,World of Warcraft,95.0,74.5,71.0
46,M,67.1,1.94,O+,Hip-Hop/Rap,Basquete,Minecraft,82.5,69.0,89.0
71,F,56.1,1.76,AB-,Demais generos estranhos,Nada,Outro - pouco relevante,54.0,26.0,64.5
58,F,63.8,1.74,A+,Eletronica,eSports,Counter-Strike,20.5,21.5,90.0
70,F,69.9,1.85,AB-,Pop,Nada,The Witcher,49.5,51.0,69.5
48,F,70.0,1.83,A+,Demais generos estranhos,Nada,The Witcher,42.5,45.5,67.0
67,F,69.9,1.75,A+,Metal,Nada,The Witcher,47.5,38.5,86.5
42,F,70.6,1.7,O-,Pagode,Nada,The Witcher,42.5,41.5,67.5
24,F,55.6,1.72,B-,Demais generos estranhos,Luta,Rocket League,94.0,74.5,71.5
80,M,78.0,1.7,AB-,Pop,Nada,Dota,47.5,33.5,78.0
29,M,71.1,1.77,O+,Sertanejo,Futebol,Rocket League,82.0,89.0,75.0
78,F,64.1,1.72,A+,Sertanejo,Nada,FIFA,14.0,13.5,53.5
63,F,71.4,1.7,AB+,Sertanejo,Basquete,World of Warcraft,60.5,44.5,86.0
17,M,67.4,1.62,AB+,Rock,Atletismo,Minecraft,73.0,82.5,59.0
74,F,58.9,1.78,B+,Hip-Hop/Rap,Nada,Dota,53.5,41.0,81.0
50,M,79.1,1.72,A+,Funk,Volei,Valorant,71.0,56.5,93.0
74,F,55.9,1.84,B-,Sertanejo,Nada,Minecraft,54.0,22.0,64.5
46,M,68.0,1.73,O-,Sertanejo,Basquete,World of Warcraft,80.5,64.5,97.0
67,M,77.4,1.71,A+,Demais generos estranhos,Nada,Dota,28.5,20.0,59.5
42,M,78.3,1.82,B-,Pop,eSports,Dota,43.0,47.5,91.0
47,M,72.6,1.84,O-,Funk,eSports,Counter-Strike,41.0,46.5,100
54,M,83.1,1.76,A+,Sertanejo,Futebol,League of Legends,50.0,49.0,69.0
78,F,58.4,1.73,B+,Funk,Nada,Minecraft,46.0,53.5,67.5
13,F,50.6,1.56,B-,Pop,Atletismo,Rocket League,62.0,79.5,59.0
50,F,69.4,1.8,A-,Pagode,Basquete,Outro - pouco relevante,72.0,68.0,92.0
29,F,61.8,1.84,B-,Hip-Hop/Rap,Volei,The Witcher,81.0,77.5,90.0
61,M,78.0,1.72,AB+,Pop,Basquete,Assassin's Creed,64.5,52.0,81.5
70,F,62.3,1.71,B-,Demais generos estranhos,Nada,The Witcher,18.0,16.0,56.0
60,M,66.8,1.93,B-,Pop,eSports,Minecraft,30.5,23.5,87.0
30,M,73.5,1.9,O-,Funk,Nada,World of Warcraft,58.0,55.0,61.5
40,F,63.3,1.74,B+,Pop,eSports,The Witcher,36.0,51.0,95.5
43,M,70.8,1.91,A-,Sertanejo,Volei,Dota,68.0,59.5,91.5
52,F,56.5,1.75,O-,Rock,Volei,The Witcher,47.0,35.0,88.0
70,F,61.3,1.76,AB-,Eletronica,Nada,Fortnite,58.5,51.0,77.5
66,F,57.2,1.7,AB-,Pagode,Nada,Valorant,57.5,40.0,75.0
22,F,69.1,1.74,AB-,Pop,Atletismo,Rocket League,89.0,96.0,72.5
26,M,67.3,1.91,O-,Demais generos estranhos,eSports,The Witcher,59.0,59.5,86.0
45,M,75.6,1.88,A-,Eletronica,Luta,Valorant,76.5,55.5,86.0
74,M,65.0,1.73,AB-,Rock,Nada,Minecraft,36.0,32.5,77.0
61,F,58.8,1.72,B+,Sertanejo,Volei,Dota,53.0,38.0,85.5
78,F,72.0,1.79,B+,Pagode,Nada,Fortnite,46.5,52.5,58.5
70,M,71.6,1.75,AB+,Eletronica,Nada,World of Warcraft,54.5,37.0,85.5
73,M,74.7,1.8,O-,Sertanejo,Nada,Fortnite,45.5,31.5,80.5
32,F,66.9,1.85,B+,Pop,Luta,The Witcher,72.0,56.0,78.5
17,F,51.9,1.66,O+,Eletronica,Luta,Dota,89.5,69.5,65.5
24,M,82.5,1.91,O-,Rock,Volei,Outro - pouco relevante,82.0,80.5,84.5
22,M,74.5,1.95,B-,Pop,Basquete,Assassin's Creed,99.0,88.0,84.5
80,F,69.7,1.75,AB-,Metal,Nada,World of Warcraft,53.5,27.0,67.5
27,F,55.7,1.72,O-,Sertanejo,Basquete,Counter-Strike,96.0,87.5,92.0
20,M,80.2,1.72,AB-,Eletronica,Futebol,FIFA,89.5,84.5,71.5
53,M,79.2,1.7,B+,Funk,Luta,Assassin's Creed,64.5,38.0,69.5
77,F,61.8,1.74,B-,Demais generos estranhos,Nada,League of Legends,17.5,16.5,57.0
79,M,71.1,1.93,AB+,Eletronica,Nada,Fortnite,17.0,13.5,80.0
76,M,66.2,1.83,O-,Hip-Hop/Rap,Nada,World of Warcraft,47.0,25.0,78.5
48,M,71.6,1.81,B-,Eletronica,Nada,Counter-Strike,43.0,45.5,62.0
55,M,79.8,1.73,B-,Rock,Nada,Fortnite,29.0,18.5,54.5
57,M,70.6,1.8,AB-,Funk,Atletismo,Outro - pouco relevante,53.0,63.0,62.0
79,M,77.3,1.95,B+,Eletronica,Nada,The Witcher,54.5,27.0,66.0
24,F,60.8,1.74,B+,Hip-Hop/Rap,Atletismo,Counter-Strike,76.5,99.0,70.5
74,M,68.7,1.75,O+,Metal,Nada,Dota,39.0,29.0,79.5
60,F,65.4,1.84,A-,Pop,Basquete,World of Warcraft,57.0,45.5,87.5
31,M,70.9,1.75,B+,Sertanejo,Luta,Outro - pouco relevante,83.0,54.0,75.5
40,M,65.9,1.92,O-,Rock,Nada,FIFA,48.5,40.5,68.0
21,M,70.4,1.83,AB-,Eletronica,Luta,League of Legends,97.0,80.5,79.0
61,F,60.7,1.75,B+,Rock,Basquete,FIFA,60.5,51.5,82.5
27,M,67.1,1.78,O+,Metal,Futebol,The Witcher,82.5,89.5,72.0
54,F,63.0,1.72,O+,Metal,eSports,League of Legends,31.0,19.5,90.5
67,M,75.1,1.85,AB-,Demais generos estranhos,Nada,Valorant,50.0,48.0,70.5
69,F,63.9,1.82,AB-,Pop,Nada,The Witcher,61.0,34.0,69.5
15,F,67.0,1.61,O-,Sertanejo,Basquete,Outro - pouco relevante,77.5,72.5,79.0
78,F,54.7,1.84,A+,Funk,Nada,League of Legends,16.0,16.5,57.5
51,F,61.9,1.71,AB-,Rock,Basquete,Dota,58.5,49.0,82.0
54,M,66.6,1.75,B-,Hip-Hop/Rap,eSports,Counter-Strike,29.0,25.0,93.0
20,M,66.0,1.73,B+,Metal,Futebol,Fortnite,85.5,83.5,76.0
34,M,81.0,1.89,O+,Rock,Luta,Outro - pouco relevante,83.0,49.5,78.0
71,M,81.0,1.83,AB-,Eletronica,Nada,Outro - pouco relevante,50.5,29.0,59.0
68,M,75.4,1.79,AB+,Funk,Nada,Minecraft,61.0,46.0,80.0
69,M,68.6,1.92,B+,Funk,Nada,Rocket League,50.5,35.5,81.0
78,F,56.6,1.7,B+,Metal,Nada,Rocket League,21.0,18.5,86.5
64,M,80.0,1.91,B+,Rock,Futebol,Assassin's Creed,50.5,46.0,74.0
63,M,70.8,1.89,AB-,Rock,Futebol,Dota,54.0,47.5,72.0
22,F,59.8,1.77,B-,Hip-Hop/Rap,Luta,Outro - pouco relevante,91.5,72.5,80.0
44,F,61.1,1.74,B+,Eletronica,Luta,Counter-Strike,74.0,54.0,84.0
26,M,68.5,1.79,A+,Rock,Futebol,Counter-Strike,86.0,86.0,76.5
52,F,55.2,1.84,O+,Demais generos estranhos,Luta,Rocket League,59.0,32.0,76.5
71,M,65.2,1.94,A+,Pagode,Nada,Minecraft,43.0,28.0,82.0
47,M,69.9,1.93,A-,Pagode,Luta,FIFA,86.0,53.0,81.5
31,M,70.3,1.8,O-,Hip-Hop/Rap,Futebol,Minecraft,64.5,67.0,76.5
41,F,59.3,1.7,O+,Rock,Volei,World of Warcraft,68.0,56.5,99.5
70,F,56.8,1.82,B+,Demais generos estranhos,Nada,Dota,49.0,41.0,86.0
23,F,59.6,1.72,O-,Hip-Hop/Rap,Volei,The Witcher,83.5,75.5,93.5
62,M,65.6,1.95,B+,Sertanejo,Volei,Valorant,50.0,40.5,82.5
30,F,65.6,1.81,B+,Sertanejo,Nada,Assassin's Creed,54.0,52.5,68.5
23,F,64.5,1.79,B-,Rock,Volei,Rocket League,78.0,67.0,96.0
22,M,65.9,1.78,A+,Pagode,eSports,Minecraft,67.0,62.5,92.5
39,M,76.5,1.75,AB+,Pagode,Volei,FIFA,66.0,58.5,95.5
34,M,82.4,1.76,AB+,Funk,Volei,Fortnite,70.0,61.5,88.5
15,M,62.4,1.72,B+,Sertanejo,Futebol,World of Warcraft,77.0,78.0,60.5
77,M,77.6,1.78,A+,Eletronica,Nada,World of Warcraft,20.0,10.5,52.0
39,M,75.2,1.8,AB-,Funk,Luta,Rocket League,79.0,50.5,76.5
15,M,64.8,1.65,AB+,Eletronica,Nada,The Witcher,43.0,49.5,48.0
61,F,59.4,1.83,AB-,Hip-Hop/Rap,Luta,Rocket League,61.5,34.5,72.0
72,M,72.0,1.82,AB+,Hip-Hop/Rap,Nada,The Witcher,42.5,42.5,59.0
49,M,76.7,1.81,AB+,Funk,Atletismo,World of Warcraft,78.0,81.5,79.0
42,M,82.2,1.95,A-,Rock,Futebol,Valorant,60.5,70.5,84.0
60,M,65.7,1.7,AB+,Funk,Basquete,FIFA,66.5,47.0,82.5
74,M,78.3,1.79,A+,Pop,Nada,Outro - pouco relevante,39.0,41.0,59.5
80,M,79.9,1.77,B+,Demais generos estranhos,Nada,FIFA,44.0,29.0,77.5
44,F,69.3,1.77,B-,Hip-Hop/Rap,Nada,Outro - pouco relevante,34.5,29.0,56.5
67,M,69.7,1.88,AB-,Demais generos estranhos,Nada,The Witcher,60.0,57.0,84.5
42,F,57.0,1.7,AB-,Pagode,Basquete,World of Warcraft,74.5,70.5,95.5
31,M,73.4,1.76,B+,Rock,Atletismo,Rocket League,79.5,82.5,68.0
57,F,57.9,1.71,A+,Hip-Hop/Rap,Volei,Assassin's Creed,51.0,33.5,90.5
64,M,68.6,1.84,B+,Metal,Nada,FIFA,29.5,20.0,57.0
39,M,74.2,1.8,AB+,Pagode,Nada,Outro - pouco relevante,47.0,43.0,63.0
58,M,72.5,1.85,B+,Sertanejo,Basquete,Dota,59.0,53.0,80.0
52,F,68.6,1.77,A+,Eletronica,Luta,Fortnite,63.0,37.5,64.5
31,F,58.0,1.85,AB-,Demais generos estranhos,Atletismo,League of Legends,77.0,88.0,74.5
75,F,67.0,1.73,B-,Eletronica,Nada,Dota,48.0,53.5,66.0
49,M,77.9,1.83,B+,Eletronica,Futebol,Minecraft,70.0,68.0,80.5
56,F,62.2,1.77,A-,Eletronica,Basquete,The Witcher,61.5,52.5,83.5
54,F,58.3,1.75,O-,Rock,Atletismo,Dota,60.0,63.5,72.5
57,M,65.0,1.75,A-,Funk,Luta,World of Warcraft,59.5,35.5,66.5
45,M,83.7,1.94,AB+,Pagode,Volei,The Witcher,71.5,59.0,92.5
44,F,55.1,1.83,AB-,Metal,eSports,Valorant,40.5,37.0,96.5
76,M,65.6,1.84,B+,Demais generos estranhos,Nada,The Witcher,18.5,15.5,55.0
35,M,66.1,1.79,A-,Hip-Hop/Rap,Futebol,World of Warcraft,66.5,71.5,82.0
33,F,68.3,1.79,B+,Demais generos estranhos,Basquete,Outro - pouco relevante,73.0,70.5,85.0
74,F,68.5,1.84,O-,Hip-Hop/Rap,Nada,Minecraft,37.0,36.0,65.5
20,F,65.1,1.78,AB+,Metal,Basquete,Dota,89.0,84.5,87.0
63,F,72.4,1.85,AB-,Pagode,Futebol,World of Warcraft,52.0,48.0,72.0
47,F,59.2,1.75,AB-,Pagode,Nada,The Witcher,40.0,32.0,67.0
63,F,62.9,1.7,A-,Pagode,Futebol,Rocket League,52.5,46.5,72.0
76,M,65.1,1.72,B-,Rock,Nada,Assassin's Creed,16.0,16.0,51.0
73,M,65.0,1.87,B-,Metal,Nada,World of Warcraft,43.5,54.0,63.5
33,F,67.1,1.85,A-,Sertanejo,Futebol,FIFA,58.5,69.5,77.5
32,F,70.7,1.78,B+,Sertanejo,Futebol,League of Legends,67.0,81.0,78.5
17,M,71.2,1.77,AB+,Eletronica,Futebol,Counter-Strike,72.0,75.0,65.5
24,F,67.3,1.8,B-,Pagode,Luta,Minecraft,96.5,64.5,77.5
79,M,73.0,1.79,A+,Hip-Hop/Rap,Nada,Rocket League,52.5,38.5,73.0
53,F,62.1,1.84,A-,Rock,Atletismo,League of Legends,50.0,63.0,67.0
62,F,61.4,1.75,AB+,Demais generos estranhos,Luta,Assassin's Creed,59.0,35.5,72.0
39,F,57.0,1.77,AB+,Eletronica,Volei,Counter-Strike,58.5,63.5,98.5
51,F,57.2,1.79,O+,Pop,Basquete,Minecraft,61.5,52.5,84.0
76,M,77.7,1.82,AB+,Sertanejo,Nada,Rocket League,19.5,15.0,48.5
28,F,68.4,1.75,AB+,Pagode,Atletismo,Dota,78.0,94.5,76.0
75,M,68.2,1.75,O+,Funk,Nada,Outro - pouco relevante,39.5,37.0,67.0
80,F,60.7,1.74,O+,Metal,Nada,Dota,54.5,26.5,62.5
49,F,70.0,1.79,B-,Hip-Hop/Rap,Nada,Dota,32.0,37.0,67.0
17,F,67.5,1.71,B-,Metal,Basquete,The Witcher,84.5,76.0,80.0
73,M,81.7,1.79,AB-,Demais generos estranhos,Nada,League of Legends,13.5,17.0,54.0
20,F,64.1,1.81,AB-,Sertanejo,Atletismo,Outro - pouco relevante,87.5,96.5,75.0
65,M,75.9,1.95,A-,Funk,eSports,Rocket League,27.0,19.5,83.5
54,M,78.2,1.73,AB-,Sertanejo,Futebol,Dota,53.0,50.5,74.0
19,M,71.4,1.71,O-,Pagode,Futebol,FIFA,87.5,85.0,76.5
36,M,81.3,1.7,A+,Sertanejo,eSports,Assassin's Creed,45.5,47.5,96.5
31,M,78.1,1.81,B+,Eletronica,eSports,Counter-Strike,51.5,46.5,93.0
39,F,66.5,1.84,O-,Hip-Hop/Rap,Luta,Dota,78.0,60.0,81.5
63,M,72.5,1.7,A+,Pagode,Luta,Assassin's Creed,62.5,42.5,72.0
14,F,52.2,1.55,A-,Metal,Volei,League of Legends,62.5,51.5,78.5
64,M,77.1,1.87,AB-,Metal,Atletismo,Minecraft,59.5,61.5,65.5
51,M,78.5,1.88,O-,Funk,Luta,Rocket League,66.0,30.5,72.0
31,F,57.9,1.82,B-,Pop,Volei,Minecraft,71.5,51.0,93.5
72,M,76.9,1.84,O+,Rock,Nada,Valorant,16.0,19.5,87.0
50,M,71.6,1.9,AB-,Pagode,Nada,Counter-Strike,46.5,44.0,65.5
19,M,70.4,1.86,AB+,Metal,Luta,Counter-Strike,97.5,74.5,73.5
49,F,61.3,1.72,B-,Hip-Hop/Rap,Futebol,The Witcher,58.5,60.0,74.0
18,F,61.8,1.84,O+,Eletronica,Futebol,Outro - pouco relevante,79.0,88.5,73.0
42,M,75.2,1.82,AB+,Pop,Volei,Dota,71.0,58.5,90.0
77,M,82.7,1.74,B+,Eletronica,Nada,Counter-Strike,43.0,49.0,69.5
16,M,67.4,1.65,A+,Demais generos estranhos,Volei,League of Legends,67.5,77.0,78.0
33,M,75.4,1.94,AB+,Funk,Atletismo,Valorant,68.5,84.0,76.5
59,M,76.0,1.8,A-,Eletronica,Atletismo,Dota,57.5,65.5,61.0
59,M,83.2,1.87,O+,Pop,Nada,Fortnite,29.0,24.5,55.0
39,F,66.3,1.76,A-,Hip-Hop/Rap,Nada,Assassin's Creed,38.5,43.0,62.5
